Nombre, AR (J2000), Dec (J2000), Mag., "A. S., '", S.B., Tránsito, Elev., Elong., Tipo
NGC 5848,   15h06m35.8s, +2°00'08.6", 13.91, 1.023, 12.70, 3h39m, +87°15'18.08", 127°25'42.5", galaxia
NGC 5850,   15h07m08.4s, +1°32'30.9", 12.57, 3.597, 13.70, 3h40m, +86°47'41.18", 127°16'39.0", galaxia
NGC 5851,   15h06m54.2s, +12°51'20.2", 14.48, 0.987, 13.08, 3h39m, +81°53'29.94", 126°53'40.3", galaxia activa
NGC 5852,   15h06m57.2s, +12°50'37.2", 13.73, 1.050, 12.95, 3h39m, +81°54'12.85", 126°53'01.5", galaxia activa
NGC 5854,   15h07m48.5s, +2°33'58.0", 12.42, 2.047, 12.66, 3h40m, +87°49'09.37", 127°08'27.1", galaxia
NGC 5857,   15h07m28.1s, +19°35'38.4", 13.35, 1.200, 12.73, 3h40m, +75°09'10.89", 125°42'37.4", interacción galaxias
NGC 5859,   15h07m35.5s, +19°34'43.4", 12.71, 2.350, 13.07, 3h40m, +75°10'05.72", 125°41'05.3", galaxia activa
NGC 5861,   15h09m16.8s, -11°19'22.9", 12.87, 2.633, 14.26, 3h42m, +73°55'50.90", 125°13'25.3", galaxia activa
NGC 5864,   15h09m34.3s, +3°03'00.9", 12.38, 2.273, 12.73, 3h42m, +88°18'15.10", 126°42'36.1", galaxia
NGC 5865,   15h09m50.2s, +0°28'03.6", 12.47, 1.527, 12.86, 3h42m, +85°43'18.24", 126°33'28.6", interacción galaxias
NGC 5868,   15h09m49.9s, +0°31'38.6", 13.93, 1.017, 13.57, 3h42m, +85°46'53.21", 126°33'43.3", interacción galaxias
NGC 5873,   15h12m51.9s, -38°07'30.3", 11.36, 0.117, 6.43, 3h46m, +47°07'49.44", 115°36'08.3", nebulosa planetaria
NGC 5874,   15h07m53.1s, +54°44'52.4", 13.27, 2.300, 14.37, 3h40m, +39°59'56.55", 112°35'54.3", galaxia
NGC 5875,   15h09m14.4s, +52°31'24.6", 13.04, 2.147, 13.50, 3h41m, +42°13'22.18", 113°31'37.2", galaxia activa
NGC 5879,   15h09m48.1s, +56°59'43.2", 12.27, 1.980, 12.58, 3h42m, +37°45'02.70", 111°13'38.2", galaxia activa
NGC 5882 (Fantasma de Urano),   15h16m50.9s, -45°38'52.7", 10.61, 0.233, 7.19, 3h50m, +39°36'33.61", 111°30'24.2", nebulosa planetaria
NGC 5886,   15h12m46.3s, +41°13'44.3", 14.18, 0.707, 12.61, 3h45m, +53°30'56.62", 118°00'30.2", galaxia
NGC 5888,   15h13m08.3s, +41°15'36.2", 13.60, 1.510, 13.52, 3h45m, +53°29'04.20", 117°55'58.5", galaxia
NGC 5889,   15h13m16.6s, +41°19'24.2", 15.57, 0.707, 13.84, 3h45m, +53°25'15.96", 117°53'01.6", galaxia
NGC 5894,   15h11m42.3s, +59°48'14.1", 13.43, 2.967, 13.54, 3h44m, +34°56'28.84", 109°34'22.2", galaxia
NGC 5896,   15h13m51.6s, +42°01'10.6", 16.32, 0.317, 13.24, 3h46m, +52°43'28.60", 117°30'21.8", interacción galaxias
NGC 5897 (Cúmulo Fantasma Globular),   15h17m25.1s, -21°00'38.3", 8.81, 6.000, 12.44, 3h50m, +64°14'48.80", 120°57'49.3", cúmulo estelar globular
NGC 5898,   15h18m14.3s, -24°05'53.6", 11.82, 1.770, 12.73, 3h51m, +61°09'34.90", 119°51'21.8", galaxia
NGC 5899,   15h15m04.2s, +42°02'42.8", 13.50, 2.573, 14.24, 3h47m, +52°41'54.40", 117°17'23.8", galaxia activa
NGC 5902,   15h14m23.5s, +50°19'29.2", 14.90, 1.020, 14.41, 3h46m, +44°25'09.21", 113°51'21.5", galaxia activa
NGC 5903,   15h18m37.3s, -24°04'07.8", 11.78, 2.330, 13.09, 3h51m, +61°11'21.25", 119°46'56.1", galaxia
NGC 5905,   15h15m24.5s, +55°30'43.9", 12.94, 1.880, 13.16, 3h47m, +39°13'52.95", 111°17'09.4", galaxia activa
NGC 5906 (Galaxia de la astilla),   15h15m54.9s, +56°19'26.1", 12.17, 8.513, 14.16, 3h48m, +38°25'09.92", 110°49'54.3", galaxia
NGC 5909,   15h11m31.2s, +75°22'44.6", 14.17, 1.193, 13.12, 3h43m, +19°21'59.37", 101°05'18.0", interacción galaxias
NGC 5910,   15h19m25.5s, +20°53'33.3", 14.06, 1.320, 14.13, 3h52m, +73°50'56.61", 122°42'30.5", galaxia
NGC 5912,   15h11m43.9s, +75°22'48.5", 13.57, 1.137, 13.34, 3h43m, +19°21'55.13", 101°04'36.4", interacción galaxias
NGC 5913,   15h20m56.1s, -2°34'48.3", 13.60, 1.990, 14.17, 3h54m, +82°40'44.47", 123°35'03.7", galaxia activa
NGC 5918,   15h19m26.2s, +45°52'32.2", 13.83, 2.567, 14.38, 3h52m, +48°51'57.87", 115°01'27.3", radio galaxia
NGC 5919,   15h21m37.5s, +7°42'59.7", 15.01, 0.803, 13.89, 3h54m, +87°01'26.41", 123°39'40.8", galaxia
NGC 5920,   15h21m52.5s, +7°42'21.7", 14.49, 0.957, 13.87, 3h54m, +87°02'03.94", 123°35'59.3", galaxia
NGC 5921,   15h21m57.2s, +5°04'04.4", 12.32, 3.700, 14.38, 3h54m, +89°40'21.13", 123°38'00.0", galaxia
NGC 5923,   15h21m15.1s, +41°43'16.6", 13.70, 1.437, 13.74, 3h53m, +53°01'10.40", 116°21'11.6", galaxia
NGC 5924,   15h22m02.7s, +31°13'43.5", 15.02, 0.570, 12.55, 3h54m, +63°30'42.11", 119°40'38.6", galaxia
NGC 5925,   15h27m27.7s, -54°31'54.9", 9.02, 20.000, 15.26, 4h01m, +30°43'49.50", 105°46'54.2", cúmulo estelar abierto
NGC 5927,   15h28m01.7s, -50°40'15.4", 9.41, 4.500, 12.41, 4h01m, +34°35'29.89", 107°30'54.8", cúmulo estelar globular
NGC 5929,   15h26m08.8s, +41°40'17.0", 14.31, 1.830, 13.61, 3h58m, +53°04'01.76", 115°31'16.5", galaxia activa
NGC 5929,   15h26m07.0s, +41°39'57.5", 14.31, 1.830, 13.61, 3h58m, +53°04'21.33", 115°31'42.6", galaxia activa
NGC 5931,   15h29m30.2s, +7°34'13.7", 13.95, 1.170, 13.70, 4h02m, +87°09'59.04", 121°42'54.0", galaxia
NGC 5932,   15h26m49.1s, +48°36'35.8", 14.24, 0.633, 12.89, 3h59m, +46°07'41.90", 112°46'06.5", galaxia activa
NGC 5933,   15h27m02.5s, +48°36'29.8", 15.22, 0.640, 13.36, 3h59m, +46°07'47.53", 112°44'08.0", galaxia
NGC 5936,   15h30m01.5s, +12°59'09.9", 13.17, 1.273, 13.14, 4h02m, +81°45'01.93", 121°16'32.0", galaxia activa
NGC 5940,   15h31m18.7s, +7°27'17.5", 15.18, 0.937, 14.18, 4h04m, +87°16'52.10", 121°16'12.6", galaxia activa
NGC 5942,   15h31m42.8s, +7°17'04.6", 15.04, 0.587, 13.40, 4h04m, +87°27'04.33", 121°10'30.0", galaxia
NGC 5945,   15h29m45.8s, +42°54'50.2", 13.35, 1.847, 13.90, 4h02m, +51°49'22.35", 114°27'11.3", galaxia activa
NGC 5946,   15h35m29.5s, -50°39'27.2", 11.31, 1.000, 11.05, 4h09m, +34°36'31.02", 106°27'47.8", cúmulo estelar globular
NGC 5947,   15h30m37.4s, +42°42'44.7", 14.11, 0.920, 13.04, 4h03m, +52°01'26.38", 114°22'36.8", galaxia activa
NGC 5952,   15h34m57.0s, +4°57'22.2", 15.15, 0.570, 13.34, 4h07m, +89°46'41.06", 120°23'48.3", galaxia
NGC 5953,   15h34m33.0s, +15°11'25.6", 12.74, 1.267, 12.75, 4h07m, +79°32'38.41", 119°58'28.9", galaxia activa
NGC 5955,   15h35m13.1s, +5°03'36.8", 14.73, 0.630, 13.19, 4h08m, +89°40'26.00", 120°19'48.6", galaxia
NGC 5960,   15h36m19.0s, +5°39'45.1", 14.32, 0.550, 12.46, 4h09m, +89°04'15.71", 120°03'19.5", radio galaxia
NGC 5961,   15h35m17.2s, +30°51'35.2", 19.07, 0.943, 12.92, 4h08m, +63°52'27.66", 117°02'28.4", galaxia
NGC 5962,   15h36m32.3s, +16°36'15.8", 11.63, 1.733, 12.11, 4h09m, +78°07'44.66", 119°20'47.5", galaxia
NGC 5963,   15h33m28.9s, +56°33'15.4", 14.06, 1.180, 13.46, 4h05m, +38°10'50.94", 108°33'50.2", galaxia
NGC 5964,   15h37m37.0s, +5°58'15.1", 12.12, 4.073, 14.65, 4h10m, +88°45'43.47", 119°43'48.8", galaxia
NGC 5965,   15h34m03.6s, +56°40'49.8", 12.85, 3.093, 13.80, 4h06m, +38°03'15.56", 108°26'19.2", galaxia
NGC 5968,   15h39m57.8s, -30°33'08.5", 14.72, 2.357, 15.01, 4h13m, +54°42'57.42", 113°15'08.5", galaxia activa
NGC 5969,   15h34m52.2s, +56°26'45.6", 14.53, 0.660, 13.23, 4h07m, +38°17'18.31", 108°26'07.9", radio galaxia
NGC 5972,   15h38m54.7s, +17°01'21.7", 14.57, 0.717, 13.23, 4h11m, +77°42'34.59", 118°44'03.3", galaxia activa
NGC 5974,   15h39m03.1s, +31°45'19.1", 14.29, 0.883, 12.91, 4h11m, +62°58'37.04", 116°02'31.9", galaxia
NGC 5979,   15h47m42.3s, -61°12'54.5", 12.54, 0.133, 7.89, 4h21m, +24°03'26.00", 100°21'19.8", nebulosa planetaria
NGC 5980,   15h41m31.0s, +15°47'03.3", 13.23, 1.290, 12.58, 4h14m, +78°56'48.38", 118°14'42.4", galaxia
NGC 5983,   15h42m46.2s, +8°14'17.5", 14.18, 0.947, 13.73, 4h15m, +86°29'31.84", 118°24'46.2", galaxia
NGC 5985,   15h39m38.2s, +59°19'36.4", 14.67, 4.500, 16.94, 4h11m, +35°24'19.21", 106°39'50.8", galaxia activa
NGC 5986,   15h46m03.7s, -37°47'07.1", 7.40, 5.000, 10.64, 4h19m, +47°29'09.96", 109°42'28.0", cúmulo estelar globular
NGC 5988,   15h44m34.4s, +10°17'24.6", 14.41, 1.117, 13.90, 4h17m, +84°26'21.52", 117°53'42.5", galaxia
NGC 5995,   15h48m25.5s, -13°45'31.2", 14.05, 0.590, 12.40, 4h21m, +71°30'49.90", 115°23'16.2", galaxia activa
NGC 5997,   15h47m28.2s, +8°19'06.2", 14.99, 0.533, 13.19, 4h20m, +86°24'34.63", 117°14'53.1", galaxia
NGC 5999,   15h52m11.2s, -56°27'51.2", 9.89, 4.000, 12.64, 4h25m, +28°48'37.35", 101°47'23.0", cúmulo estelar abierto
NGC 6001,   15h47m46.6s, +28°38'15.3", 13.96, 0.973, 13.45, 4h20m, +66°05'25.10", 114°53'20.7", radio galaxia
NGC 6005,   15h55m59.7s, -57°26'13.7", 11.69, 3.000, 13.81, 4h29m, +27°50'22.05", 100°55'48.3", cúmulo estelar abierto
NGC 6006,   15h53m03.1s, +12°00'07.6", 15.08, 0.540, 12.96, 4h25m, +82°43'23.00", 115°44'09.0", galaxia
NGC 6007,   15h53m23.7s, +11°57'21.5", 14.05, 1.290, 13.78, 4h26m, +82°46'08.42", 115°39'15.1", radio galaxia
NGC 6009,   15h53m24.6s, +12°03'19.6", 15.72, 0.557, 13.70, 4h26m, +82°40'10.27", 115°38'43.7", galaxia
NGC 6010,   15h54m19.6s, +0°32'26.6", 12.92, 1.843, 12.44, 4h27m, +85°48'58.53", 115°27'05.4", galaxia
NGC 6012,   15h54m14.5s, +14°35'52.2", 12.76, 2.400, 13.46, 4h27m, +80°07'36.15", 115°17'13.4", galaxia
NGC 6013,   15h52m53.5s, +40°38'30.9", 14.01, 1.287, 13.81, 4h25m, +54°05'00.19", 111°03'42.7", galaxia activa
NGC 6015,   15h51m26.3s, +62°18'17.0", 11.65, 3.780, 13.50, 4h23m, +32°25'17.24", 104°09'42.8", galaxia
NGC 6016,   15h55m55.4s, +26°57'43.6", 14.69, 0.947, 13.76, 4h28m, +67°45'41.77", 113°25'13.4", galaxia
NGC 6022,   15h57m48.3s, +16°16'43.7", 15.33, 0.510, 13.25, 4h30m, +78°26'38.04", 114°18'10.9", galaxia activa
NGC 6023,   15h57m50.1s, +16°18'23.7", 13.85, 1.087, 13.41, 4h30m, +78°24'58.00", 114°17'35.9", galaxia activa
NGC 6025,   16h03m18.0s, -60°25'43.8", 6.38, 15.000, 12.00, 4h37m, +24°51'05.81", 98°55'32.4", cúmulo estelar abierto
NGC 6026,   16h01m21.7s, -34°32'32.5", 13.45, 0.563, 11.94, 4h34m, +50°44'12.93", 107°46'05.0", nebulosa planetaria
NGC 6027 (Sexteto Seyfert),   15h59m13.1s, +20°45'34.6", 14.19, 0.783, 12.03, 4h31m, +73°57'44.53", 113°32'11.1", galaxia
NGC 6030,   16h01m51.9s, +17°57'13.5", 13.50, 1.010, 12.67, 4h34m, +76°46'00.58", 113°11'44.5", galaxia
NGC 6031,   16h07m52.1s, -54°02'53.6", 9.55, 2.000, 10.79, 4h41m, +31°14'04.65", 100°35'53.8", cúmulo estelar abierto
NGC 6034,   16h03m32.6s, +17°11'42.3", 14.20, 0.810, 13.19, 4h36m, +77°31'28.53", 112°51'37.2", radio galaxia
NGC 6036,   16h04m31.2s, +3°51'57.7", 13.57, 1.047, 12.52, 4h37m, +89°08'48.79", 113°00'52.3", radio galaxia
NGC 6038,   16h02m41.1s, +37°21'16.7", 14.03, 1.297, 14.06, 4h35m, +57°21'55.97", 110°00'43.7", radio galaxia
NGC 6041,   16h04m36.2s, +17°43'04.1", 14.30, 1.680, 14.41, 4h37m, +77°00'04.76", 112°33'57.7", galaxia
NGC 6044,   16h05m00.2s, +17°51'59.7", 14.74, 0.557, 13.07, 4h37m, +76°51'08.37", 112°27'33.2", galaxia
NGC 6045,   16h05m08.4s, +17°45'14.7", 14.68, 1.243, 13.25, 4h37m, +76°57'53.05", 112°26'09.6", galaxia activa
NGC 6047,   16h05m09.5s, +17°43'34.8", 14.31, 0.753, 13.38, 4h37m, +76°59'33.00", 112°26'01.7", galaxia
NGC 6051,   16h04m57.2s, +23°55'43.7", 13.58, 1.687, 14.16, 4h37m, +70°47'24.49", 111°50'33.7", galaxia
NGC 6052,   16h05m13.4s, +20°32'18.8", 13.39, 0.873, 12.41, 4h37m, +74°10'48.88", 112°09'47.5", interacción galaxias
NGC 6054,   16h05m31.1s, +17°45'53.7", 15.74, 0.507, 13.33, 4h38m, +76°57'13.37", 112°20'42.3", interacción galaxias
NGC 6055,   16h05m33.0s, +18°09'21.5", 14.48, 0.723, 13.07, 4h38m, +76°33'45.47", 112°18'20.0", galaxia
NGC 6056,   16h05m31.7s, +17°57'35.7", 14.41, 0.867, 13.21, 4h38m, +76°45'31.40", 112°19'36.6", galaxia
NGC 6057,   16h05m40.1s, +18°09'38.6", 15.16, 0.547, 13.28, 4h38m, +76°33'28.17", 112°16'37.9", galaxia
NGC 6058,   16h04m27.2s, +40°40'38.3", 13.33, 0.440, 11.28, 4h36m, +54°02'31.02", 108°55'48.0", nebulosa planetaria
NGC 6060,   16h05m52.5s, +21°28'51.9", 13.36, 2.230, 13.85, 4h38m, +73°14'14.55", 111°54'52.0", galaxia
NGC 6061,   16h06m16.5s, +18°14'46.5", 15.39, 0.967, 14.84, 4h39m, +76°28'19.09", 112°07'35.5", radio galaxia
NGC 6062,   16h06m23.3s, +19°46'26.6", 14.87, 0.943, 14.08, 4h39m, +74°56'38.82", 111°57'54.5", galaxia activa
NGC 6063,   16h07m13.4s, +7°58'33.9", 13.65, 1.637, 13.94, 4h40m, +86°44'29.80", 112°21'57.6", galaxia
NGC 6065,   16h07m23.4s, +13°53'04.6", 14.32, 0.627, 12.97, 4h40m, +80°49'58.87", 112°09'00.6", radio galaxia
NGC 6066,   16h07m35.8s, +13°56'25.6", 14.31, 0.770, 13.32, 4h40m, +80°46'37.47", 112°05'50.6", galaxia
NGC 6067,   16h13m11.7s, -54°12'55.0", 6.77, 15.000, 12.38, 4h46m, +31°04'13.63", 99°48'22.7", cúmulo estelar abierto
NGC 6068,   15h55m28.5s, +78°59'29.9", 13.83, 1.487, 13.94, 4h26m, +15°43'58.29", 97°11'52.8", interacción galaxias
NGC 6069,   16h07m42.2s, +38°55'33.2", 14.53, 0.680, 13.27, 4h40m, +55°47'29.87", 108°42'38.4", galaxia
NGC 6072,   16h12m58.6s, -36°13'42.0", 12.38, 1.167, 12.46, 4h46m, +49°03'25.86", 105°02'14.2", nebulosa planetaria
NGC 6084,   16h14m17.1s, +17°45'13.0", 14.48, 0.800, 13.18, 4h47m, +76°57'37.06", 110°15'52.2", galaxia
NGC 6085,   16h12m35.7s, +29°21'37.8", 13.82, 1.077, 13.65, 4h45m, +65°21'15.70", 109°25'08.8", galaxia
NGC 6086,   16h12m36.0s, +29°28'49.6", 13.76, 1.017, 13.11, 4h45m, +65°14'03.93", 109°24'02.7", galaxia
NGC 6087 (Cúmulo S Nor),   16h18m50.6s, -57°55'55.0", 6.95, 15.000, 12.57, 4h52m, +27°21'24.85", 97°53'45.2", cúmulo estelar abierto
NGC 6089,   16h12m40.6s, +33°01'48.8", 14.35, 1.023, 13.84, 4h45m, +61°41'04.57", 108°50'06.9", galaxia
NGC 6092,   16h12m47.4s, +27°58'58.9", 14.17, 0.920, 13.56, 4h45m, +66°43'54.16", 109°34'06.5", galaxia
NGC 6095,   16h11m11.9s, +61°15'45.0", 14.01, 1.200, 13.93, 4h43m, +33°27'11.87", 102°19'25.5", galaxia
NGC 6097,   16h14m26.6s, +35°06'15.8", 14.12, 0.843, 12.82, 4h47m, +59°36'34.13", 108°07'29.0", galaxia
NGC 6099,   16h15m36.0s, +19°26'58.7", 15.88, 1.240, 14.89, 4h48m, +75°15'48.79", 109°49'53.1", radio galaxia
NGC 6101,   16h25m49.2s, -72°11'53.0", 14.86, 10.700, 19.74, 5h00m, +13°05'41.57", 92°49'52.9", cúmulo estelar globular
NGC 6103,   16h15m45.1s, +31°57'34.3", 14.44, 0.913, 13.53, 4h48m, +62°45'13.05", 108°21'51.9", radio galaxia
NGC 6104,   16h16m31.2s, +35°42'12.0", 17.82, 0.883, 17.22, 4h49m, +59°00'33.88", 107°36'19.9", galaxia activa
NGC 6107,   16h17m20.6s, +34°53'49.0", 13.86, 1.096, 13.40, 4h49m, +59°48'55.27", 107°34'26.9", galaxia
NGC 6108,   16h17m26.1s, +35°07'51.4", 14.44, 1.203, 13.59, 4h49m, +59°34'52.65", 107°31'02.7", galaxia activa
NGC 6109,   16h17m41.1s, +34°59'58.5", 13.77, 0.910, 13.19, 4h50m, +59°42'45.13", 107°29'18.6", galaxia activa
NGC 6110,   16h17m44.5s, +35°04'56.4", 15.35, 0.717, 13.66, 4h50m, +59°37'47.04", 107°27'48.5", galaxia
NGC 6112,   16h18m01.0s, +35°06'19.7", 14.41, 0.720, 13.30, 4h50m, +59°36'23.23", 107°24'14.4", galaxia
NGC 6113,   16h19m11.0s, +14°07'48.7", 14.24, 0.847, 12.87, 4h51m, +80°34'51.65", 109°16'53.9", galaxia
NGC 6114,   16h18m24.1s, +35°10'10.7", 14.72, 0.570, 12.82, 4h50m, +59°32'31.48", 107°18'58.2", galaxia
NGC 6115,   16h24m43.8s, -51°56'14.7", 11.17, —, —, 4h58m, +33°21'16.76", 98°49'22.9", cúmulo estelar abierto
NGC 6116,   16h18m55.0s, +35°08'56.8", 14.42, 1.040, 13.69, 4h51m, +59°33'44.38", 107°12'55.2", galaxia
NGC 6117,   16h19m18.7s, +37°05'25.7", 14.42, 1.050, 13.88, 4h51m, +57°37'14.73", 106°48'59.3", radio galaxia
NGC 6118 (Galaxia Parpadeante),   16h21m49.0s, -2°17'07.7", 13.47, 2.633, 14.47, 4h54m, +83°00'17.26", 108°26'16.4", galaxia
NGC 6119,   16h19m42.4s, +37°48'04.7", 15.18, 0.533, 13.44, 4h52m, +56°54'34.92", 106°37'03.6", galaxia
NGC 6122,   16h20m10.0s, +37°47'36.0", 14.97, 0.877, 13.12, 4h52m, +56°55'02.72", 106°31'46.1", galaxia
NGC 6124,   16h25m20.4s, -40°39'05.1", 6.77, 29.000, 13.82, 4h58m, +44°38'27.35", 101°36'08.3", cúmulo estelar abierto
NGC 6129,   16h21m43.7s, +37°59'27.8", 13.99, 0.830, 13.18, 4h54m, +56°43'07.78", 106°11'32.1", galaxia
NGC 6130,   16h19m34.2s, +57°36'34.3", 14.33, 1.270, 14.10, 4h51m, +37°06'06.01", 102°19'37.5", galaxia
NGC 6134 (Pequeño Cojín de Alfiler),   16h27m46.6s, -49°08'58.7", 8.53, 9.000, 13.04, 5h01m, +36°08'38.81", 99°05'25.4", cúmulo estelar abierto
NGC 6137,   16h23m03.5s, +37°55'02.9", 13.61, 1.403, 13.56, 4h55m, +56°47'30.07", 105°56'45.3", galaxia
NGC 6138,   16h24m54.6s, +41°02'44.7", 15.54, 0.867, 13.66, 4h57m, +53°39'44.57", 105°04'05.4", galaxia
NGC 6139,   16h27m40.4s, -38°50'51.9", 10.65, 1.593, 11.24, 5h00m, +46°26'45.22", 101°34'53.0", cúmulo estelar globular
NGC 6141,   16h25m06.3s, +40°55'24.8", 16.04, 0.657, 14.65, 4h57m, +53°47'04.12", 105°03'10.9", galaxia
NGC 6142,   16h23m21.5s, +37°15'13.1", 14.37, 1.673, 14.12, 4h55m, +57°27'19.25", 105°59'39.3", galaxia
NGC 6143,   16h21m42.9s, +55°04'50.5", 14.16, 1.360, 14.14, 4h53m, +39°37'45.44", 102°40'17.1", galaxia
NGC 6144,   16h27m14.2s, -26°01'23.9", 10.37, 5.000, 13.60, 5h00m, +59°16'12.17", 104°14'48.8", cúmulo estelar globular
NGC 6145,   16h25m02.8s, +40°56'29.8", 14.67, 0.910, 13.72, 4h57m, +53°45'59.25", 105°03'38.2", galaxia
NGC 6146,   16h25m10.8s, +40°53'15.8", 13.37, 1.120, 12.94, 4h57m, +53°49'12.97", 105°02'42.8", blazar
NGC 6147,   16h25m02.2s, +40°54'57.8", 16.88, 0.430, 14.06, 4h57m, +53°47'31.26", 105°04'00.9", galaxia
NGC 6150,   16h25m50.4s, +40°29'01.4", 13.87, 1.153, 13.07, 4h58m, +54°13'26.06", 104°59'24.2", posible cuásar
NGC 6152,   16h32m43.7s, -52°37'38.3", 9.85, 29.000, 16.90, 5h06m, +32°40'09.29", 97°27'45.7", cúmulo estelar abierto
NGC 6153,   16h31m31.0s, -40°15'06.6", 12.01, 0.730, 10.85, 5h04m, +45°02'38.26", 100°32'54.9", nebulosa planetaria
NGC 6154,   16h25m31.0s, +49°50'05.3", 13.69, 1.557, 13.68, 4h57m, +44°52'22.98", 103°17'11.9", galaxia
NGC 6155,   16h26m08.8s, +48°21'41.9", 13.37, 1.457, 13.57, 4h58m, +46°20'45.10", 103°29'11.0", galaxia
NGC 6159,   16h27m25.7s, +42°40'28.5", 14.18, 1.097, 13.85, 4h59m, +52°01'55.78", 104°19'31.5", galaxia activa
NGC 6160,   16h27m41.5s, +40°55'18.7", 13.67, 1.620, 14.04, 5h00m, +53°47'05.01", 104°34'17.5", galaxia
NGC 6161,   16h28m20.9s, +32°48'18.0", 15.55, 0.543, 13.29, 5h00m, +61°54'04.25", 105°36'49.2", galaxia
NGC 6163,   16h28m28.3s, +32°50'29.9", 14.77, 0.807, 13.52, 5h01m, +61°51'52.13", 105°35'00.8", galaxia
NGC 6164,   16h33m52.8s, -48°06'32.2", 8.23, 8.000, 11.73, 5h07m, +37°11'17.66", 98°21'55.3", región HII
NGC 6166,   16h28m38.7s, +39°32'47.0", 12.34, 1.807, 13.01, 5h01m, +55°09'34.75", 104°36'40.2", quásar
NGC 6167,   16h34m34.5s, -49°46'10.4", 8.35, 7.000, 12.31, 5h08m, +35°31'40.94", 97°52'03.5", cúmulo estelar abierto
NGC 6169 (Cúmulo μ Normae),   16h34m07.1s, -44°00'50.6", 7.93, 12.000, 13.06, 5h07m, +41°16'59.62", 99°15'09.8", cúmulo estelar abierto
NGC 6173,   16h29m45.3s, +40°48'24.0", 17.25, 1.450, 14.70, 5h02m, +53°53'55.55", 104°12'18.3", galaxia
NGC 6174,   16h29m48.1s, +40°52'01.1", 15.49, 0.483, 13.29, 5h02m, +53°50'18.42", 104°11'12.8", galaxia
NGC 6177,   16h30m39.3s, +35°03'06.2", 14.66, 1.080, 13.63, 5h03m, +59°39'11.42", 104°51'14.9", galaxia
NGC 6178,   16h35m47.4s, -45°38'27.3", 8.67, 4.000, 11.42, 5h09m, +39°39'26.41", 98°36'18.2", cúmulo estelar abierto
NGC 6179,   16h30m47.4s, +35°05'50.3", 15.85, 0.293, 12.57, 5h03m, +59°36'27.05", 104°49'14.7", galaxia
NGC 6180,   16h30m34.3s, +40°32'04.1", 14.39, 0.750, 13.06, 5h02m, +54°10'13.85", 104°05'39.7", galaxia
NGC 6181,   16h32m21.3s, +19°49'21.9", 12.65, 1.507, 12.83, 5h05m, +74°52'52.14", 105°52'13.3", galaxia
NGC 6184,   16h31m34.9s, +40°33'38.0", 14.57, 0.770, 13.15, 5h04m, +54°08'37.88", 103°54'02.1", galaxia
NGC 6192,   16h40m23.4s, -43°21'54.4", 10.07, 7.000, 14.03, 5h13m, +41°56'08.74", 98°16'51.6", cúmulo estelar abierto
NGC 6193,   16h41m20.3s, -48°45'38.2", 7.17, 15.000, 12.79, 5h14m, +36°32'26.97", 97°00'54.3", cúmulo estelar abierto
NGC 6194,   16h36m37.5s, +36°11'44.3", 14.13, 0.790, 13.06, 5h09m, +58°30'21.18", 103°30'30.5", galaxia
NGC 6195,   16h36m32.9s, +39°01'22.9", 14.15, 1.230, 13.94, 5h08m, +55°40'42.84", 103°10'19.5", radio galaxia
NGC 6196,   16h37m54.3s, +36°04'05.9", 13.86, 0.927, 13.02, 5h10m, +58°37'57.04", 103°16'00.2", galaxia
NGC 6200,   16h44m05.2s, -47°28'03.8", 9.47, 12.000, 14.60, 5h17m, +37°50'07.06", 96°49'44.5", cúmulo estelar abierto
NGC 6204,   16h46m08.7s, -47°01'03.9", 10.40, 5.000, 13.63, 5h19m, +38°17'11.21", 96°34'23.9", cúmulo estelar abierto
NGC 6207,   16h43m04.1s, +36°49'39.1", 12.35, 2.510, 13.09, 5h15m, +57°52'13.19", 102°09'06.6", galaxia
NGC 6208,   16h49m28.4s, -53°43'30.6", 10.55, 15.000, 16.16, 5h23m, +31°34'51.68", 94°46'29.3", cúmulo estelar abierto
NGC 6210 (Nebulosa de la Tortuga),   16h44m29.8s, +23°47'44.7", 10.36, 0.427, 8.09, 5h17m, +70°54'04.40", 102°51'00.0", nebulosa planetaria
NGC 6212,   16h43m23.5s, +39°48'05.3", 14.77, 0.533, 12.88, 5h15m, +54°53'46.36", 101°45'54.7", galaxia activa
NGC 6215,   16h51m07.2s, -58°59'24.6", 15.93, 2.387, 17.10, 5h24m, +26°19'01.22", 93°32'51.3", galaxia
NGC 6216,   16h49m21.4s, -44°43'04.6", 12.39, —, —, 5h22m, +40°35'17.14", 96°26'38.9", cúmulo estelar abierto
NGC 6217,   16h32m40.7s, +78°11'33.9", 14.86, 2.763, 15.69, 5h03m, +16°30'41.79", 95°44'08.1", galaxia activa
NGC 6222,   17h00m45.5s, -44°39'10.6", 14.09, 3.000, 16.22, 5h34m, +40°39'35.26", 94°27'12.2", cúmulo estelar abierto
NGC 6229 (Cúmulo Globular Cometa Premiado),   16h46m59.0s, +47°31'17.1", 10.64, 1.957, 11.31, 5h19m, +47°10'27.19", 100°10'58.3", cúmulo estelar globular
NGC 6231 (Nebulosa del Cometa Falso),   16h54m08.8s, -41°49'29.6", 5.16, 15.000, 10.77, 5h27m, +43°29'02.20", 96°03'49.1", cúmulo estelar abierto
NGC 6233,   16h50m16.0s, +23°34'32.6", 14.36, 1.117, 14.04, 5h22m, +71°07'04.55", 101°32'24.4", galaxia
